Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 059 FAIRFAX COUNTY,0628,628 - LAUREL HILL #1,"3,412",317,"3,729",126,21,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0629,629 - SOUTH COUNTY,"2,505",256,"2,761",102,11,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0630,630 - ARMY,"2,392",205,"2,597",68,16,3,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0631,631 - POHICK CREEK,"2,432",202,"2,634",102,9,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0632,632 - HALLEY #1,"1,109",69,"1,178",33,3,2,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0633,633 - HALLEY #2,341,18,359,7,1,,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0634,634 - NEWINGTON #2,"3,332",270,"3,602",81,14,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0635,635 - WOODLAWN #2,"2,822",524,"3,346",332,12,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0636,636 - LAUREL HILL #2,"1,677",158,"1,835",64,6,1,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0701,701 - BLAKE,"4,904",530,"5,434",54,78,14,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0704,704 - FREEDOM HILL,"2,571",199,"2,770",29,43,29,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0705,705 - GRAHAM-GREENWAY,"3,692",242,"3,934",38,31,16,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0707,707 - MANTUA,"2,506",152,"2,658",35,30,31,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0708,708 - MARSHALL,"5,161",680,"5,841",67,64,64,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0709,709 - MOSBY #1,"2,632",343,"2,975",32,32,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0710,710 - PINE SPRING,"2,443",223,"2,666",22,36,23,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0711,711 - PRICE,"2,260",178,"2,438",42,26,15,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0712,712 - SHREVE,"1,538",85,"1,623",18,27,8,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0713,713 - TIMBER LANE,"3,461",280,"3,741",41,45,18,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0714,714 - WALKER,"3,920",262,"4,182",35,46,23,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0718,718 - PINE RIDGE,"2,617",216,"2,833",25,22,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0720,720 - THOREAU,"3,043",179,"3,222",55,46,11,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0721,721 - MERRIFIELD,"4,254",783,"5,037",60,41,17,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0723,723 - GALLOWS EAST,"2,568",365,"2,933",34,51,26,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0726,726 - MAGARITY,"5,139",541,"5,680",60,82,38,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0727,727 - OAKTON,"2,664",171,"2,835",31,26,10,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0729,729 - NOTTOWAY,"3,799",435,"4,234",66,109,44,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0731,731 - TYSONS,"3,050",505,"3,555",40,17,17,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0732,732 - OAKTREE CROSSING,"4,005",351,"4,356",37,40,13,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0733,733 - KILMER,"4,653",534,"5,187",61,79,24,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0734,734 - HUNTERS BRANCH,"2,924",307,"3,231",28,42,14,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0735,735 - ROTONDA,"1,444",127,"1,571",14,19,29,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0736,736 - BEDFORD,656,192,848,17,3,,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0737,737 - MOSBY #2,"1,064",157,"1,221",21,11,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0738,738 - JONES BRANCH,"2,483",380,"2,863",24,17,16,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0801,801 - BURKE #1,"2,820",303,"3,123",68,15,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0802,802 - CEDAR LAKE,"1,739",223,"1,962",25,14,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0803,803 - CLIFTON SOUTH,"2,601",158,"2,759",70,18,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0804,804 - COLCHESTER,"1,932",108,"2,040",30,12,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0805,805 - FAIRFAX STATION,"1,627",66,"1,693",44,9,11,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0806,806 - SYDENSTRICKER,"3,311",193,"3,504",101,29,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0807,807 - HUNT VALLEY,"2,393",185,"2,578",113,16,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0811,811 - POHICK,"2,183",231,"2,414",59,19,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0812,812 - VALLEY,"3,049",231,"3,280",103,25,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0815,815 - WOODYARD,"1,675",69,"1,744",32,14,8,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0824,824 - ORANGE,"4,105",271,"4,376",163,43,14,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0825,825 - CHERRY RUN,"2,923",188,"3,111",93,39,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0833,833 - WHITE OAKS,"3,362",215,"3,577",83,22,14,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0838,838 - SANGSTER,"2,369",152,"2,521",99,26,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0839,839 - SILVERBROOK,"3,632",208,"3,840",128,22,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0841,841 - POPES HEAD,"1,661",123,"1,784",26,16,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0842,842 - PARKWAY,"2,406",122,"2,528",84,18,8,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0843,843 - FAIR LAKES,"3,518",361,"3,879",52,37,11,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0844,844 - CENTERPOINTE,"3,393",636,"4,029",49,23,22,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0845,845 - FOUNTAINHEAD,"3,820",258,"4,078",87,13,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0846,846 - GREENBRIAR EAST,"3,796",497,"4,293",57,27,17,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0847,847 - GREENBRIAR WEST,"2,559",199,"2,758",41,13,11,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0848,848 - FAIR OAKS,"4,462",395,"4,857",54,15,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0849,849 - NEWGATE NORTH,"2,852",163,"3,015",42,17,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0850,850 - SOUTH RUN,"3,049",173,"3,222",129,29,13,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0851,851 - WILLOW SPRINGS #1,"1,280",74,"1,354",6,6,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0854,854 - NEWGATE SOUTH,"2,962",221,"3,183",38,13,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0855,855 - SARATOGA,"3,813",310,"4,123",133,21,14,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0856,856 - PENDERBROOK,"3,924",437,"4,361",48,31,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0857,857 - ISLAND POND,204,6,210,1,1,,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0858,858 - CLIFTON TOWN,206,14,220,2,1,1,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0859,859 - LIBERTY,"2,227",104,"2,331",17,13,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0860,860 - SANDY RUN,"1,228",77,"1,305",23,8,5,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0861,861 - BURKE #2,"2,332",203,"2,535",46,12,15,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0862,862 - WILLOW SPRINGS #2,"1,738",96,"1,834",22,9,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0901,901 - CENTRE RIDGE,"3,734",386,"4,120",55,11,15,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0902,902 - BROOKFIELD,"4,560",391,"4,951",44,21,17,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0903,903 - CUB RUN,"4,856",411,"5,267",50,30,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0904,904 - STONECROFT,"1,981",138,"2,119",27,3,6,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0905,905 - FRANKLIN,"2,841",155,"2,996",35,15,13,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0908,908 - HIDDEN MEADOW,"2,399",160,"2,559",20,21,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0909,909 - OAK HILL,"2,195",127,"2,322",32,14,1,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0910,910 - LONDON TOWNE,"4,336",344,"4,680",46,23,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0911,911 - NAVY,"4,218",232,"4,450",40,30,17,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0913,913 - ROCKY RUN,"5,118",187,"5,305",56,25,15,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0914,914 - VALE,"2,763",182,"2,945",36,31,13,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0915,915 - VIRGINIA RUN,"2,939",187,"3,126",33,13,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0916,916 - WAPLES MILL,"4,527",234,"4,761",39,44,22,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0917,917 - STONE,"4,096",339,"4,435",36,19,5,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0918,918 - CENTREVILLE,"5,121",516,"5,637",56,22,8,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0919,919 - GREEN TRAILS,"4,762",343,"5,105",50,30,18,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0920,920 - CHANTILLY,"2,374",121,"2,495",10,17,2,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0921,921 - DEER PARK,"3,480",191,"3,671",47,19,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0923,923 - BULL RUN,"2,785",183,"2,968",38,10,9,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0924,924 - SPINDLE,"2,444",339,"2,783",32,5,2,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0925,925 - OLD MILL,"2,027",128,"2,155",22,13,4,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0926,926 - POWELL,"4,904",320,"5,224",52,22,5,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0927,927 - ARMFIELD,"3,255",269,"3,524",27,31,8,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0928,928 - POPLAR TREE,"3,006",147,"3,153",32,17,7,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0929,929 - DIFFICULT RUN,570,24,594,4,1,1,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0931,931 - CARSON,"2,479",140,"2,619",24,16,12,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0934,934 - FOX VALLEY,"1,488",101,"1,589",14,21,3,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 059 FAIRFAX COUNTY,0935,935 - ROBINSON MILL,921,120,"1,041",14,3,,264,"758,761","67,947","826,708","14,840","6,813","3,586",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0101,101 - KETTLE RUN,"1,759",82,"1,841",22,4,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0102,102 - CATLETT,"3,401",157,"3,558",36,6,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0103,103 - CASANOVA,"3,603",190,"3,793",50,19,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0104,104 - LOIS,"1,443",55,"1,498",17,,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0105,105 - OPAL,"1,566",86,"1,652",17,2,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0201,201 - WARD 1,"1,620",90,"1,710",8,7,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0202,202 - WARD 2,"1,364",101,"1,465",18,8,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0203,203 - WARD 3,"1,480",80,"1,560",15,8,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0204,204 - WARD 4,"1,493",96,"1,589",16,9,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0205,205 - WARD 5,"1,439",70,"1,509",8,12,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0206,206 - AIRLIE,"2,881",166,"3,047",24,10,3,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0301,301 - MORRISVILLE,"3,482",192,"3,674",34,5,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0302,302 - BOTHA,"3,203",193,"3,396",37,4,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0303,303 - BEALETON,"3,198",218,"3,416",49,8,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0304,304 - REMINGTON,378,30,408,4,2,,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0401,401 - SALEM,"3,317",171,"3,488",33,13,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0402,402 - LEEDS,"3,412",214,"3,626",29,31,5,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0403,403 - WATERLOO,"3,414",170,"3,584",40,26,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0404,404 - SPRINGS VALLEY,"1,460",75,"1,535",13,12,2,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0501,501 - HOPEWELL,"1,456",134,"1,590",20,13,5,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0502,502 - NEW BALTIMORE,"3,870",234,"4,104",69,15,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 061 FAUQUIER COUNTY,0503,503 - BROAD RUN,"2,416",127,"2,543",37,20,1,24,"55,461","3,150","58,611",632,255,39,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
